split seed,selection seed,p,selection,labels
0,4,"(0.5, 84)","[[4, 20, 53, 24, 12, 28, 35, 32, 6, 42, 7, 25, 11, 14, 37, 26, 16, 17, 22, 33, 15, 29, 18, 41, 27, 31, 52, 13], [4, 20, 54, 24, 12, 28, 35, 32, 6, 43, 7, 25, 11, 14, 37, 26, 16, 17, 22, 33, 15, 29, 18, 41, 27, 31, 53, 13], [4, 20, 54, 24, 12, 28, 35, 32, 6, 43, 7, 25, 11, 14, 37, 26, 16, 17, 22, 33, 15, 29, 18, 41, 27, 31, 53, 13]]","[2, 3, 1]"
0,4,"(0.25, 42)","[[4, 20, 53, 24, 12, 28, 35, 32, 6, 42, 7, 25, 11, 14], [4, 20, 54, 24, 12, 28, 35, 32, 6, 43, 7, 25, 11, 14], [4, 20, 54, 24, 12, 28, 35, 32, 6, 43, 7, 25, 11, 14]]","[2, 3, 1]"
0,4,"(0.125, 21)","[[4, 20, 53, 24, 12, 28, 35], [4, 20, 54, 24, 12, 28, 35], [4, 20, 54, 24, 12, 28, 35]]","[2, 3, 1]"
0,5,"(0.5, 84)","[[17, 41, 31, 21, 26, 48, 54, 23, 6, 52, 2, 3, 24, 40, 19, 4, 32, 0, 5, 53, 51, 42, 33, 34, 28, 37, 10, 49], [23, 37, 19, 32, 52, 49, 42, 24, 6, 41, 2, 48, 3, 31, 17, 33, 4, 21, 0, 5, 54, 40, 43, 34, 55, 26, 28, 10], [24, 23, 34, 19, 28, 31, 43, 50, 53, 6, 42, 2, 37, 3, 26, 17, 21, 4, 33, 0, 5, 55, 40, 44, 32, 49, 41, 29]]","[2, 3, 1]"
0,5,"(0.25, 42)","[[17, 41, 31, 21, 26, 48, 54, 23, 6, 52, 2, 3, 24, 40], [23, 37, 19, 32, 52, 49, 42, 24, 6, 41, 2, 48, 3, 31], [24, 23, 34, 19, 28, 31, 43, 50, 53, 6, 42, 2, 37, 3]]","[2, 3, 1]"
0,5,"(0.125, 21)","[[17, 41, 31, 21, 26, 48, 54], [23, 37, 19, 32, 52, 49, 42], [24, 23, 34, 19, 28, 31, 43]]","[2, 3, 1]"
0,6,"(0.5, 84)","[[54, 44, 47, 19, 7, 0, 6, 37, 14, 52, 53, 23, 24, 3, 34, 38, 32, 46, 21, 39, 17, 28, 30, 43, 18, 22, 49, 48], [55, 50, 14, 53, 7, 0, 6, 38, 34, 43, 54, 24, 36, 19, 3, 28, 21, 32, 47, 30, 40, 17, 23, 39, 44, 18, 22, 46], [34, 0, 21, 46, 3, 37, 19, 44, 6, 14, 39, 7, 56, 54, 36, 55, 28, 30, 40, 48, 23, 41, 17, 24, 32, 51, 18, 22]]","[2, 3, 1]"
0,6,"(0.25, 42)","[[54, 44, 47, 19, 7, 0, 6, 37, 14, 52, 53, 23, 24, 3], [55, 50, 14, 53, 7, 0, 6, 38, 34, 43, 54, 24, 36, 19], [34, 0, 21, 46, 3, 37, 19, 44, 6, 14, 39, 7, 56, 54]]","[2, 3, 1]"
0,6,"(0.125, 21)","[[54, 44, 47, 19, 7, 0, 6], [55, 50, 14, 53, 7, 0, 6], [34, 0, 21, 46, 3, 37, 19]]","[2, 3, 1]"
0,7,"(0.5, 84)","[[22, 27, 34, 15, 18, 29, 32, 30, 10, 1, 41, 13, 40, 17, 51, 36, 43, 20, 37, 33, 46, 9, 2, 35, 16, 21, 45, 31], [20, 18, 32, 10, 33, 12, 44, 15, 37, 48, 35, 13, 1, 43, 27, 41, 17, 52, 29, 22, 40, 34, 55, 9, 30, 2, 36, 16], [29, 33, 30, 10, 36, 15, 13, 43, 34, 40, 22, 12, 20, 1, 49, 17, 44, 18, 53, 45, 31, 41, 35, 48, 9, 32, 2, 37]]","[2, 3, 1]"
0,7,"(0.25, 42)","[[22, 27, 34, 15, 18, 29, 32, 30, 10, 1, 41, 13, 40, 17], [20, 18, 32, 10, 33, 12, 44, 15, 37, 48, 35, 13, 1, 43], [29, 33, 30, 10, 36, 15, 13, 43, 34, 40, 22, 12, 20, 1]]","[2, 3, 1]"
0,7,"(0.125, 21)","[[22, 27, 34, 15, 18, 29, 32], [20, 18, 32, 10, 33, 12, 44], [29, 33, 30, 10, 36, 15, 13]]","[2, 3, 1]"
0,8,"(0.5, 84)","[[36, 30, 23, 1, 53, 54, 32, 24, 25, 37, 0, 28, 16, 12, 48, 22, 51, 47, 39, 11, 17, 35, 50, 52, 6, 2, 33, 43], [24, 23, 12, 16, 48, 55, 25, 1, 22, 33, 37, 28, 31, 32, 0, 30, 54, 53, 42, 46, 47, 11, 17, 36, 51, 35, 6, 2], [1, 16, 36, 44, 23, 28, 32, 56, 12, 54, 39, 38, 30, 31, 46, 33, 0, 47, 24, 50, 43, 55, 22, 25, 53, 11, 17, 37]]","[2, 3, 1]"
0,8,"(0.25, 42)","[[36, 30, 23, 1, 53, 54, 32, 24, 25, 37, 0, 28, 16, 12], [24, 23, 12, 16, 48, 55, 25, 1, 22, 33, 37, 28, 31, 32], [1, 16, 36, 44, 23, 28, 32, 56, 12, 54, 39, 38, 30, 31]]","[2, 3, 1]"
0,8,"(0.125, 21)","[[36, 30, 23, 1, 53, 54, 32], [24, 23, 12, 16, 48, 55, 25], [1, 16, 36, 44, 23, 28, 32]]","[2, 3, 1]"
0,9,"(0.5, 84)","[[7, 6, 2, 25, 23, 14, 47, 36, 32, 21, 15, 31, 5, 34, 30, 20, 42, 44, 3, 4, 41, 39, 38, 49, 45, 37, 26, 48], [7, 6, 2, 25, 23, 14, 47, 36, 32, 21, 15, 31, 5, 34, 30, 20, 42, 44, 3, 4, 41, 39, 38, 50, 45, 37, 26, 48], [7, 6, 2, 25, 23, 14, 47, 36, 32, 21, 15, 31, 5, 34, 30, 20, 42, 44, 3, 4, 41, 39, 38, 50, 45, 37, 26, 48]]","[2, 3, 1]"
0,9,"(0.25, 42)","[[7, 6, 2, 25, 23, 14, 47, 36, 32, 21, 15, 31, 5, 34], [7, 6, 2, 25, 23, 14, 47, 36, 32, 21, 15, 31, 5, 34], [7, 6, 2, 25, 23, 14, 47, 36, 32, 21, 15, 31, 5, 34]]","[2, 3, 1]"
0,9,"(0.125, 21)","[[7, 6, 2, 25, 23, 14, 47], [7, 6, 2, 25, 23, 14, 47], [7, 6, 2, 25, 23, 14, 47]]","[2, 3, 1]"
0,10,"(0.5, 84)","[[20, 3, 46, 17, 31, 35, 39, 26, 21, 38, 23, 34, 7, 6, 43, 2, 52, 44, 10, 37, 27, 18, 4, 1, 12, 50, 22, 30], [30, 3, 32, 27, 21, 17, 44, 2, 23, 26, 34, 37, 20, 35, 7, 6, 43, 53, 45, 10, 38, 50, 18, 4, 1, 12, 47, 22], [30, 3, 32, 27, 21, 17, 44, 2, 23, 26, 34, 37, 20, 35, 7, 6, 43, 54, 45, 10, 38, 51, 18, 4, 1, 12, 47, 22]]","[2, 3, 1]"
0,10,"(0.25, 42)","[[20, 3, 46, 17, 31, 35, 39, 26, 21, 38, 23, 34, 7, 6], [30, 3, 32, 27, 21, 17, 44, 2, 23, 26, 34, 37, 20, 35], [30, 3, 32, 27, 21, 17, 44, 2, 23, 26, 34, 37, 20, 35]]","[2, 3, 1]"
0,10,"(0.125, 21)","[[20, 3, 46, 17, 31, 35, 39], [30, 3, 32, 27, 21, 17, 44], [30, 3, 32, 27, 21, 17, 44]]","[2, 3, 1]"
0,11,"(0.5, 84)","[[19, 42, 9, 50, 39, 22, 31, 2, 43, 36, 5, 41, 21, 53, 8, 48, 54, 47, 14, 40, 38, 29, 30, 23, 26, 15, 0, 44], [19, 42, 9, 51, 39, 22, 31, 2, 43, 36, 5, 41, 21, 54, 8, 49, 55, 48, 14, 40, 38, 29, 30, 23, 26, 15, 0, 44], [38, 21, 43, 42, 19, 40, 9, 44, 2, 46, 52, 5, 50, 22, 55, 8, 56, 26, 49, 14, 41, 39, 30, 31, 23, 35, 15, 0]]","[2, 3, 1]"
0,11,"(0.25, 42)","[[19, 42, 9, 50, 39, 22, 31, 2, 43, 36, 5, 41, 21, 53], [19, 42, 9, 51, 39, 22, 31, 2, 43, 36, 5, 41, 21, 54], [38, 21, 43, 42, 19, 40, 9, 44, 2, 46, 52, 5, 50, 22]]","[2, 3, 1]"
0,11,"(0.125, 21)","[[19, 42, 9, 50, 39, 22, 31], [19, 42, 9, 51, 39, 22, 31], [38, 21, 43, 42, 19, 40, 9]]","[2, 3, 1]"
0,12,"(0.5, 84)","[[53, 50, 42, 8, 26, 7, 24, 40, 19, 48, 23, 45, 38, 41, 29, 17, 21, 4, 1, 15, 14, 39, 28, 35, 9, 37, 52, 20], [54, 51, 43, 8, 26, 7, 24, 41, 19, 52, 23, 46, 39, 42, 29, 17, 21, 4, 1, 15, 14, 40, 28, 36, 9, 38, 53, 20], [55, 52, 43, 8, 26, 7, 24, 41, 19, 50, 23, 46, 39, 42, 29, 17, 21, 4, 1, 15, 14, 40, 28, 36, 9, 38, 54, 20]]","[2, 3, 1]"
0,12,"(0.25, 42)","[[53, 50, 42, 8, 26, 7, 24, 40, 19, 48, 23, 45, 38, 41], [54, 51, 43, 8, 26, 7, 24, 41, 19, 52, 23, 46, 39, 42], [55, 52, 43, 8, 26, 7, 24, 41, 19, 50, 23, 46, 39, 42]]","[2, 3, 1]"
0,12,"(0.125, 21)","[[53, 50, 42, 8, 26, 7, 24], [54, 51, 43, 8, 26, 7, 24], [55, 52, 43, 8, 26, 7, 24]]","[2, 3, 1]"
0,13,"(0.5, 84)","[[29, 4, 23, 51, 0, 14, 40, 53, 49, 6, 27, 45, 41, 28, 15, 31, 42, 17, 5, 3, 7, 20, 50, 43, 12, 8, 30, 24], [31, 4, 23, 52, 0, 14, 41, 46, 47, 6, 49, 27, 42, 30, 15, 29, 43, 17, 5, 3, 7, 36, 20, 39, 33, 12, 8, 51], [39, 4, 30, 53, 0, 14, 42, 27, 23, 6, 47, 29, 43, 36, 15, 50, 49, 31, 17, 5, 3, 7, 45, 20, 40, 51, 12, 8]]","[2, 3, 1]"
0,13,"(0.25, 42)","[[29, 4, 23, 51, 0, 14, 40, 53, 49, 6, 27, 45, 41, 28], [31, 4, 23, 52, 0, 14, 41, 46, 47, 6, 49, 27, 42, 30], [39, 4, 30, 53, 0, 14, 42, 27, 23, 6, 47, 29, 43, 36]]","[2, 3, 1]"
0,13,"(0.125, 21)","[[29, 4, 23, 51, 0, 14, 40], [31, 4, 23, 52, 0, 14, 41], [39, 4, 30, 53, 0, 14, 42]]","[2, 3, 1]"
0,14,"(0.5, 84)","[[6, 2, 41, 33, 21, 19, 14, 29, 30, 18, 45, 48, 36, 27, 54, 52, 1, 11, 47, 35, 17, 34, 49, 39, 15, 3, 50, 8], [30, 6, 2, 55, 53, 14, 49, 46, 33, 34, 44, 19, 41, 48, 37, 31, 8, 51, 1, 18, 11, 21, 9, 36, 35, 17, 54, 27], [30, 6, 2, 56, 54, 14, 50, 47, 33, 34, 44, 19, 41, 49, 37, 31, 8, 52, 1, 18, 11, 21, 9, 36, 35, 17, 55, 27]]","[2, 3, 1]"
0,14,"(0.25, 42)","[[6, 2, 41, 33, 21, 19, 14, 29, 30, 18, 45, 48, 36, 27], [30, 6, 2, 55, 53, 14, 49, 46, 33, 34, 44, 19, 41, 48], [30, 6, 2, 56, 54, 14, 50, 47, 33, 34, 44, 19, 41, 49]]","[2, 3, 1]"
0,14,"(0.125, 21)","[[6, 2, 41, 33, 21, 19, 14], [30, 6, 2, 55, 53, 14, 49], [30, 6, 2, 56, 54, 14, 50]]","[2, 3, 1]"
0,15,"(0.5, 84)","[[36, 39, 20, 22, 42, 14, 35, 51, 48, 41, 47, 37, 3, 52, 16, 40, 34, 26, 25, 9, 6, 54, 49, 30, 46, 2, 45, 50], [36, 40, 20, 22, 43, 14, 35, 52, 49, 42, 48, 38, 3, 54, 16, 41, 34, 26, 25, 9, 6, 55, 50, 30, 47, 2, 46, 51], [41, 16, 22, 24, 14, 20, 36, 51, 55, 30, 38, 49, 39, 3, 54, 45, 33, 25, 43, 50, 9, 6, 35, 56, 42, 18, 48, 2]]","[2, 3, 1]"
0,15,"(0.25, 42)","[[36, 39, 20, 22, 42, 14, 35, 51, 48, 41, 47, 37, 3, 52], [36, 40, 20, 22, 43, 14, 35, 52, 49, 42, 48, 38, 3, 54], [41, 16, 22, 24, 14, 20, 36, 51, 55, 30, 38, 49, 39, 3]]","[2, 3, 1]"
0,15,"(0.125, 21)","[[36, 39, 20, 22, 42, 14, 35], [36, 40, 20, 22, 43, 14, 35], [41, 16, 22, 24, 14, 20, 36]]","[2, 3, 1]"
0,16,"(0.5, 84)","[[3, 11, 24, 45, 39, 47, 23, 26, 40, 35, 6, 38, 42, 21, 22, 7, 15, 25, 37, 36, 20, 44, 17, 48, 9, 52, 2, 8], [36, 11, 19, 37, 25, 3, 27, 42, 40, 33, 48, 22, 54, 6, 35, 24, 26, 44, 23, 21, 7, 15, 45, 38, 12, 20, 43, 17], [37, 36, 6, 11, 26, 3, 45, 49, 24, 44, 43, 55, 9, 50, 2, 27, 19, 47, 38, 42, 23, 40, 25, 21, 7, 15, 22, 54]]","[2, 3, 1]"
0,16,"(0.25, 42)","[[3, 11, 24, 45, 39, 47, 23, 26, 40, 35, 6, 38, 42, 21], [36, 11, 19, 37, 25, 3, 27, 42, 40, 33, 48, 22, 54, 6], [37, 36, 6, 11, 26, 3, 45, 49, 24, 44, 43, 55, 9, 50]]","[2, 3, 1]"
0,16,"(0.125, 21)","[[3, 11, 24, 45, 39, 47, 23], [36, 11, 19, 37, 25, 3, 27], [37, 36, 6, 11, 26, 3, 45]]","[2, 3, 1]"
0,17,"(0.5, 84)","[[26, 9, 52, 53, 24, 54, 38, 41, 21, 16, 43, 42, 46, 23, 11, 37, 8, 28, 18, 19, 44, 33, 12, 2, 25, 36, 29, 0], [28, 16, 38, 9, 24, 54, 43, 46, 0, 44, 26, 25, 42, 35, 23, 14, 53, 11, 21, 8, 33, 18, 19, 40, 13, 50, 12, 2], [28, 16, 38, 9, 24, 46, 43, 56, 0, 50, 26, 25, 42, 35, 23, 14, 54, 11, 21, 8, 33, 18, 19, 40, 13, 55, 12, 2]]","[2, 3, 1]"
0,17,"(0.25, 42)","[[26, 9, 52, 53, 24, 54, 38, 41, 21, 16, 43, 42, 46, 23], [28, 16, 38, 9, 24, 54, 43, 46, 0, 44, 26, 25, 42, 35], [28, 16, 38, 9, 24, 46, 43, 56, 0, 50, 26, 25, 42, 35]]","[2, 3, 1]"
0,17,"(0.125, 21)","[[26, 9, 52, 53, 24, 54, 38], [28, 16, 38, 9, 24, 54, 43], [28, 16, 38, 9, 24, 46, 43]]","[2, 3, 1]"
0,18,"(0.5, 84)","[[26, 12, 45, 30, 33, 37, 50, 31, 16, 38, 53, 22, 32, 25, 51, 7, 23, 40, 20, 27, 39, 15, 47, 41, 29, 35, 0, 18], [26, 12, 45, 30, 33, 37, 51, 31, 16, 38, 54, 22, 32, 25, 52, 7, 23, 40, 20, 27, 39, 15, 47, 41, 29, 35, 0, 18], [47, 27, 7, 52, 29, 12, 16, 38, 35, 20, 39, 55, 22, 33, 23, 26, 51, 48, 41, 32, 31, 37, 15, 25, 43, 30, 40, 0]]","[2, 3, 1]"
0,18,"(0.25, 42)","[[26, 12, 45, 30, 33, 37, 50, 31, 16, 38, 53, 22, 32, 25], [26, 12, 45, 30, 33, 37, 51, 31, 16, 38, 54, 22, 32, 25], [47, 27, 7, 52, 29, 12, 16, 38, 35, 20, 39, 55, 22, 33]]","[2, 3, 1]"
0,18,"(0.125, 21)","[[26, 12, 45, 30, 33, 37, 50], [26, 12, 45, 30, 33, 37, 51], [47, 27, 7, 52, 29, 12, 16]]","[2, 3, 1]"
0,19,"(0.5, 84)","[[6, 50, 26, 45, 38, 30, 35, 41, 42, 20, 51, 14, 18, 13, 1, 24, 12, 43, 27, 0, 25, 48, 8, 23, 3, 32, 47, 54], [6, 50, 26, 45, 38, 30, 35, 41, 42, 20, 51, 14, 18, 13, 1, 24, 12, 43, 27, 0, 25, 48, 8, 23, 3, 32, 47, 55], [6, 51, 26, 55, 38, 30, 35, 42, 43, 20, 52, 14, 18, 13, 1, 24, 12, 44, 27, 0, 25, 49, 8, 23, 3, 32, 48, 56]]","[2, 3, 1]"
0,19,"(0.25, 42)","[[6, 50, 26, 45, 38, 30, 35, 41, 42, 20, 51, 14, 18, 13], [6, 50, 26, 45, 38, 30, 35, 41, 42, 20, 51, 14, 18, 13], [6, 51, 26, 55, 38, 30, 35, 42, 43, 20, 52, 14, 18, 13]]","[2, 3, 1]"
0,19,"(0.125, 21)","[[6, 50, 26, 45, 38, 30, 35], [6, 50, 26, 45, 38, 30, 35], [6, 51, 26, 55, 38, 30, 35]]","[2, 3, 1]"
1,0,"(0.5, 84)","[[43, 32, 38, 33, 11, 2, 31, 41, 29, 26, 4, 10, 27, 52, 30, 37, 22, 7, 14, 34, 48, 18, 50, 35, 15, 5, 28], [45, 33, 40, 26, 11, 2, 32, 43, 46, 30, 4, 10, 28, 22, 31, 49, 37, 7, 14, 27, 35, 50, 18, 52, 34, 15, 5, 29], [26, 35, 43, 28, 11, 2, 34, 46, 40, 22, 4, 10, 30, 41, 33, 42, 48, 7, 14, 32, 49, 29, 37, 56, 18, 55, 27, 15, 5]]","[3, 1, 2]"
1,0,"(0.25, 42)","[[43, 32, 38, 33, 11, 2, 31, 41, 29, 26, 4, 10, 27], [45, 33, 40, 26, 11, 2, 32, 43, 46, 30, 4, 10, 28, 22], [26, 35, 43, 28, 11, 2, 34, 46, 40, 22, 4, 10, 30, 41, 33]]","[3, 1, 2]"
1,0,"(0.125, 21)","[[43, 32, 38, 33, 11, 2, 31], [45, 33, 40, 26, 11, 2, 32], [26, 35, 43, 28, 11, 2, 34]]","[3, 1, 2]"
1,1,"(0.5, 84)","[[30, 2, 51, 32, 31, 46, 34, 39, 45, 19, 10, 3, 21, 49, 38, 41, 24, 42, 40, 35, 26, 13, 22, 44, 27, 17, 48], [44, 2, 46, 19, 32, 33, 36, 39, 49, 42, 48, 21, 38, 41, 10, 3, 24, 52, 35, 26, 45, 54, 27, 34, 13, 22, 47, 30], [49, 2, 35, 47, 39, 34, 38, 19, 21, 52, 44, 3, 36, 40, 24, 10, 51, 26, 55, 30, 41, 48, 27, 46, 57, 31, 13, 22, 50]]","[3, 1, 2]"
1,1,"(0.25, 42)","[[30, 2, 51, 32, 31, 46, 34, 39, 45, 19, 10, 3, 21], [44, 2, 46, 19, 32, 33, 36, 39, 49, 42, 48, 21, 38, 41], [49, 2, 35, 47, 39, 34, 38, 19, 21, 52, 44, 3, 36, 40, 24]]","[3, 1, 2]"
1,1,"(0.125, 21)","[[30, 2, 51, 32, 31, 46, 34], [44, 2, 46, 19, 32, 33, 36], [49, 2, 35, 47, 39, 34, 38]]","[3, 1, 2]"
1,2,"(0.5, 84)","[[38, 37, 32, 44, 48, 0, 27, 1, 23, 13, 9, 10, 30, 49, 39, 17, 47, 51, 29, 46, 12, 28, 36, 16, 2, 25, 19], [35, 50, 53, 32, 51, 27, 0, 29, 1, 42, 28, 9, 10, 13, 47, 52, 23, 46, 17, 54, 41, 49, 12, 30, 39, 16, 2, 25], [46, 29, 35, 56, 23, 48, 28, 0, 30, 1, 54, 53, 9, 10, 13, 27, 55, 36, 49, 17, 57, 32, 52, 12, 44, 42, 16, 2, 25]]","[3, 1, 2]"
1,2,"(0.25, 42)","[[38, 37, 32, 44, 48, 0, 27, 1, 23, 13, 9, 10, 30], [35, 50, 53, 32, 51, 27, 0, 29, 1, 42, 28, 9, 10, 13], [46, 29, 35, 56, 23, 48, 28, 0, 30, 1, 54, 53, 9, 10, 13]]","[3, 1, 2]"
1,2,"(0.125, 21)","[[38, 37, 32, 44, 48, 0, 27], [35, 50, 53, 32, 51, 27, 0], [46, 29, 35, 56, 23, 48, 28]]","[3, 1, 2]"
1,3,"(0.5, 84)","[[12, 44, 9, 50, 27, 30, 13, 51, 48, 6, 40, 23, 34, 18, 4, 25, 16, 15, 39, 11, 7, 52, 37, 36, 49, 5, 33], [12, 34, 9, 53, 46, 55, 13, 25, 51, 6, 44, 18, 36, 30, 54, 4, 27, 16, 15, 23, 11, 7, 45, 40, 47, 52, 5, 35], [47, 18, 56, 13, 37, 23, 6, 28, 12, 33, 25, 31, 44, 4, 35, 9, 52, 54, 30, 58, 45, 16, 15, 50, 11, 27, 7, 57, 48]]","[3, 1, 2]"
1,3,"(0.25, 42)","[[12, 44, 9, 50, 27, 30, 13, 51, 48, 6, 40, 23, 34], [12, 34, 9, 53, 46, 55, 13, 25, 51, 6, 44, 18, 36, 30], [47, 18, 56, 13, 37, 23, 6, 28, 12, 33, 25, 31, 44, 4, 35]]","[3, 1, 2]"
1,3,"(0.125, 21)","[[12, 44, 9, 50, 27, 30, 13], [12, 34, 9, 53, 46, 55, 13], [47, 18, 56, 13, 37, 23, 6]]","[3, 1, 2]"
1,4,"(0.5, 84)","[[4, 20, 51, 22, 12, 31, 28, 37, 6, 17, 7, 34, 11, 14, 42, 24, 16, 32, 15, 27, 18, 43, 25, 29, 50, 13, 10], [4, 20, 54, 24, 12, 28, 35, 32, 6, 43, 7, 25, 11, 14, 37, 26, 16, 17, 22, 33, 15, 29, 18, 41, 27, 31, 53, 13], [4, 20, 56, 24, 12, 28, 35, 32, 6, 43, 7, 25, 11, 14, 37, 26, 16, 17, 22, 33, 15, 29, 18, 41, 27, 31, 54, 13, 10]]","[3, 1, 2]"
1,4,"(0.25, 42)","[[4, 20, 51, 22, 12, 31, 28, 37, 6, 17, 7, 34, 11], [4, 20, 54, 24, 12, 28, 35, 32, 6, 43, 7, 25, 11, 14], [4, 20, 56, 24, 12, 28, 35, 32, 6, 43, 7, 25, 11, 14, 37]]","[3, 1, 2]"
1,4,"(0.125, 21)","[[4, 20, 51, 22, 12, 31, 28], [4, 20, 54, 24, 12, 28, 35], [4, 20, 56, 24, 12, 28, 35]]","[3, 1, 2]"
1,5,"(0.5, 84)","[[49, 44, 17, 31, 45, 46, 34, 32, 6, 52, 2, 3, 23, 21, 4, 19, 0, 5, 51, 37, 40, 28, 33, 24, 26, 10, 50], [23, 37, 19, 32, 52, 49, 42, 24, 6, 41, 2, 48, 3, 31, 17, 33, 4, 21, 0, 5, 54, 40, 43, 34, 55, 26, 28, 10], [31, 42, 34, 51, 55, 19, 43, 26, 23, 28, 21, 44, 3, 17, 6, 40, 2, 29, 58, 24, 4, 25, 0, 5, 57, 41, 45, 33, 37]]","[3, 1, 2]"
1,5,"(0.25, 42)","[[49, 44, 17, 31, 45, 46, 34, 32, 6, 52, 2, 3, 23], [23, 37, 19, 32, 52, 49, 42, 24, 6, 41, 2, 48, 3, 31], [31, 42, 34, 51, 55, 19, 43, 26, 23, 28, 21, 44, 3, 17, 6]]","[3, 1, 2]"
1,5,"(0.125, 21)","[[49, 44, 17, 31, 45, 46, 34], [23, 37, 19, 32, 52, 49, 42], [31, 42, 34, 51, 55, 19, 43]]","[3, 1, 2]"
1,6,"(0.5, 84)","[[52, 47, 40, 19, 7, 0, 6, 50, 14, 36, 51, 23, 24, 3, 32, 31, 30, 44, 21, 37, 17, 28, 29, 41, 18, 22, 43], [55, 50, 14, 53, 7, 0, 6, 38, 34, 43, 54, 24, 36, 19, 3, 28, 21, 32, 47, 30, 40, 17, 23, 39, 44, 18, 22, 46], [0, 24, 39, 30, 32, 38, 48, 57, 46, 3, 29, 58, 6, 36, 41, 7, 14, 23, 28, 19, 21, 56, 50, 51, 43, 17, 37, 34, 47]]","[3, 1, 2]"
